	Species	Accession_IDs	segment	Genus	Sort	Isolate Sort	Original_Accession_String	Errors
4637	Chaphamaparvovirus psittacine2	MZ364297		Chaphamaparvovirus	4896.0	1	MZ364297	
4638	Chaphamaparvovirus rodent1	MH670587		Chaphamaparvovirus	4897.0	1	MH670587	
4639	Chaphamaparvovirus rodent2	KX272741		Chaphamaparvovirus	4898.0	1	KX272741	
4640	Chaphamaparvovirus strigiform1	MT580795		Chaphamaparvovirus	4899.0	1	MT580795	
4641	Chaphamaparvovirus ungulate1	MG543471		Chaphamaparvovirus	4900.0	1	MG543471	
4642	Hepanhamaparvovirus decapod1	GU371276		Hepanhamaparvovirus	4901.0	1	GU371276	
4643	Ichtchaphamaparvovirus syngnathid1	MN049932		Ichtchaphamaparvovirus	4902.0	1	MN049932	
4644	Penstylhamaparvovirus decapod1	AF273215		Penstylhamaparvovirus	4903.0	1	AF273215	
4645	Amdoparvovirus carnivoran1	M20036		Amdoparvovirus	4904.0	1	M20036	
4646	Amdoparvovirus carnivoran2	JN202450		Amdoparvovirus	4905.0	1	JN202450	
4647	Amdoparvovirus carnivoran3	KJ396347		Amdoparvovirus	4906.0	1	KJ396347	
4648	Amdoparvovirus carnivoran4	KX981923		Amdoparvovirus	4907.0	1	KX981923	
4649	Amdoparvovirus carnivoran5	KT878839		Amdoparvovirus	4908.0	1	KT878839	
4650	Amdoparvovirus carnivoran6	MT770849		Amdoparvovirus	4909.0	1	MT770849	
4651	Amdoparvovirus carnivoran7	MZ357124		Amdoparvovirus	4910.0	1	MZ357124	
4652	Artiparvovirus chiropteran1	JQ037754		Artiparvovirus	4911.0	1	JQ037754	
4653	Aveparvovirus columbid1	KC876004		Aveparvovirus	4912.0	1	KC876004	
4654	Aveparvovirus galliform1	GU214706		Aveparvovirus	4913.0	1	GU214706	
4655	Aveparvovirus gruiform1	KY312546		Aveparvovirus	4914.0	1	KY312546	
4656	Aveparvovirus passeriform1	MG745672		Aveparvovirus	4915.0	1	MG745672	
4657	Bocaparvovirus carnivoran1	FJ214110		Bocaparvovirus	4916.0	1	FJ214110	
4658	Bocaparvovirus carnivoran2	JN648103		Bocaparvovirus	4917.0	1	JN648103	
4659	Bocaparvovirus carnivoran3	JQ692585		Bocaparvovirus	4918.0	1	JQ692585	
4660	Bocaparvovirus carnivoran4	KF792837		Bocaparvovirus	4919.0	1	KF792837	
4661	Bocaparvovirus carnivoran5	KM017744		Bocaparvovirus	4920.0	1	KM017744	
4662	Bocaparvovirus carnivoran6	KU950356		Bocaparvovirus	4921.0	1	KU950356	
4663	Bocaparvovirus carnivoran7	KC580640		Bocaparvovirus	4922.0	1	KC580640	
4664	Bocaparvovirus chiropteran1	JQ814850		Bocaparvovirus	4923.0	1	JQ814850	
4665	Bocaparvovirus chiropteran2	KC339251		Bocaparvovirus	4924.0	1	KC339251	
4666	Bocaparvovirus chiropteran3	KC339250		Bocaparvovirus	4925.0	1	KC339250	
4667	Bocaparvovirus chiropteran4	KU321654		Bocaparvovirus	4926.0	1	KU321654	
4668	Bocaparvovirus chiropteran5	MF682925		Bocaparvovirus	4927.0	1	MF682925	
4669	Bocaparvovirus incertum1	KY214448		Bocaparvovirus	4928.0	1	KY214448	
4670	Bocaparvovirus lagomorph1	KP729195		Bocaparvovirus	4929.0	1	KP729195	
4671	Bocaparvovirus pinniped1	JN420361		Bocaparvovirus	4930.0	1	JN420361	
4672	Bocaparvovirus pinniped2	JN420365		Bocaparvovirus	4931.0	1	JN420365	
4673	Bocaparvovirus primate1	JQ923422		Bocaparvovirus	4932.0	1	JQ923422	
4674	Bocaparvovirus primate2	FJ170278		Bocaparvovirus	4933.0	1	FJ170278	
4675	Bocaparvovirus primate3	MN091929		Bocaparvovirus	4934.0	1	MN091929	
4676	Bocaparvovirus rodent1	KT454512		Bocaparvovirus	4935.0	1	KT454512	
4677	Bocaparvovirus rodent2	MF175080		Bocaparvovirus	4936.0	1	MF175080	
4678	Bocaparvovirus rodent3	MG745673		Bocaparvovirus	4937.0	1	MG745673	
4679	Bocaparvovirus ungulate1	DQ335247		Bocaparvovirus	4938.0	1	DQ335247	
4680	Bocaparvovirus ungulate2	HM053693		Bocaparvovirus	4939.0	1	HM053693	
4681	Bocaparvovirus ungulate3	HQ223038		Bocaparvovirus	4940.0	1	HQ223038	
4682	Bocaparvovirus ungulate4	HQ291308		Bocaparvovirus	4941.0	1	HQ291308	
4683	Bocaparvovirus ungulate5	JF429834		Bocaparvovirus	4942.0	1	JF429834	
4684	Bocaparvovirus ungulate6	KU172421		Bocaparvovirus	4943.0	1	KU172421	
4685	Bocaparvovirus ungulate7	KY640430		Bocaparvovirus	4944.0	1	KY640430	
4686	Bocaparvovirus ungulate8	KY640438		Bocaparvovirus	4945.0	1	KY640438	
4687	Bocaparvovirus ungulate9	MK014742		Bocaparvovirus	4946.0	1	MK014742	
4688	Copiparvovirus pinniped1	KM035804		Copiparvovirus	4947.0	1	KM035804	
4689	Copiparvovirus ungulate1	AF406966		Copiparvovirus	4948.0	1	AF406966	
4690	Copiparvovirus ungulate2	GQ387499		Copiparvovirus	4949.0	1	GQ387499	
4691	Copiparvovirus ungulate3	MK091524		Copiparvovirus	4950.0	1	MK091524	
4692	Copiparvovirus ungulate4	KX384823		Copiparvovirus	4951.0	1	KX384823	
4693	Copiparvovirus ungulate5	KY019139		Copiparvovirus	4952.0	1	KY019139	
4694	Copiparvovirus ungulate6	MG136722		Copiparvovirus	4953.0	1	MG136722	
4695	Copiparvovirus ungulate7	MN181466		Copiparvovirus	4954.0	1	MN181466	
4696	Copiparvovirus ungulate8	MZ100069		Copiparvovirus	4955.0	1	MZ100069	
4697	Dependoparvovirus anseriform1	U22967		Dependoparvovirus	4956.0	1	U22967	
4698	Dependoparvovirus avian1	AY186198		Dependoparvovirus	4957.0	1	AY186198	
4699	Dependoparvovirus avian2	MN175614		Dependoparvovirus	4958.0	1	MN175614	
4700	Dependoparvovirus carnivoran1	MN794870		Dependoparvovirus	4959.0	1	MN794870	
4701	Dependoparvovirus chiropteran1	GU226971		Dependoparvovirus	4960.0	1	GU226971	
4702	Dependoparvovirus chiropteran2	MG745677		Dependoparvovirus	4961.0	1	MG745677	
4703	Dependoparvovirus mammalian1	AF085716		Dependoparvovirus	4962.0	1	AF085716	
4704	Dependoparvovirus pinniped1	JN420372		Dependoparvovirus	4963.0	1	JN420372	
4705	Dependoparvovirus primate1	AF043303		Dependoparvovirus	4964.0	1	AF043303	
4706	Dependoparvovirus rodent1	MF416383		Dependoparvovirus	4965.0	1	MF416383	
4707	Dependoparvovirus rodent2	MF416384		Dependoparvovirus	4966.0	1	MF416384	
4708	Dependoparvovirus squamate1	AY349010		Dependoparvovirus	4967.0	1	AY349010	
4709	Dependoparvovirus squamate2	KP733794		Dependoparvovirus	4968.0	1	KP733794	
4710	Erythroparvovirus pinniped1	KF373759		Erythroparvovirus	4969.0	1	KF373759	
4711	Erythroparvovirus primate1	AY386330		Erythroparvovirus	4970.0	1	AY386330	
4712	Erythroparvovirus primate2	U26342		Erythroparvovirus	4971.0	1	U26342	
4713	Erythroparvovirus primate3	AF221122		Erythroparvovirus	4972.0	1	AF221122	
4714	Erythroparvovirus primate4	AF221123		Erythroparvovirus	4973.0	1	AF221123	
4715	Erythroparvovirus rodent1	GQ200736		Erythroparvovirus	4974.0	1	GQ200736	
4716	Erythroparvovirus ungulate1	AF406967		Erythroparvovirus	4975.0	1	AF406967	
4717	Loriparvovirus primate1	KP120516		Loriparvovirus	4976.0	1	KP120516	
4718	Protoparvovirus carnivoran1	M19296		Protoparvovirus	4977.0	1	M19296	
4719	Protoparvovirus carnivoran2	KU561552		Protoparvovirus	4978.0	1	KU561552	
4720	Protoparvovirus carnivoran3	MF198244		Protoparvovirus	4979.0	1	MF198244	
4721	Protoparvovirus carnivoran4	KC692368		Protoparvovirus	4980.0	1	KC692368	
4722	Protoparvovirus carnivoran5	MZ813278		Protoparvovirus	4981.0	1	MZ813278	
4723	Protoparvovirus chiropteran1	LC085675		Protoparvovirus	4982.0	1	LC085675	
4724	Protoparvovirus eulipotyphla1	AB937988		Protoparvovirus	4983.0	1	AB937988	
4725	Protoparvovirus incertum1	KJ495710		Protoparvovirus	4984.0	1	KJ495710	
4726	Protoparvovirus pinniped1	MN982959		Protoparvovirus	4985.0	1	MN982959	
4727	Protoparvovirus primate1	JX027296		Protoparvovirus	4986.0	1	JX027296	
4728	Protoparvovirus primate2	JX627576		Protoparvovirus	4987.0	1	JX627576	
4729	Protoparvovirus primate3	KT868811		Protoparvovirus	4988.0	1	KT868811	
4730	Protoparvovirus rodent1	J02275		Protoparvovirus	4989.0	1	J02275	
4731	Protoparvovirus rodent2	AF036710		Protoparvovirus	4990.0	1	AF036710	
4732	Protoparvovirus rodent3	KT716186		Protoparvovirus	4991.0	1	KT716186	
4733	Protoparvovirus ungulate1	L23427		Protoparvovirus	4992.0	1	L23427	
4734	Protoparvovirus ungulate2	KT965075		Protoparvovirus	4993.0	1	KT965075	
4735	Protoparvovirus ungulate3	MW814911		Protoparvovirus	4994.0	1	MW814911	
4736	Sandeparvovirus perciform1	OK236393		Sandeparvovirus	4995.0	1	OK236393	
4737	Tetraparvovirus chiropteran1	JQ037753		Tetraparvovirus	4996.0	1	JQ037753	
4738	Tetraparvovirus didelphimorph1	MG745671		Tetraparvovirus	4997.0	1	MG745671	
4739	Tetraparvovirus primate1	AY622943		Tetraparvovirus	4998.0	1	AY622943	
4740	Tetraparvovirus rodent1	MG745670		Tetraparvovirus	4999.0	1	MG745670	
4741	Tetraparvovirus ungulate1	EU200669		Tetraparvovirus	5000.0	1	EU200669	
4742	Tetraparvovirus ungulate2	EU200677		Tetraparvovirus	5001.0	1	EU200677	
4743	Tetraparvovirus ungulate3	GU938300		Tetraparvovirus	5002.0	1	GU938300	
4744	Tetraparvovirus ungulate4	JF504699		Tetraparvovirus	5003.0	1	JF504699	
4745	Metalloincertoparvovirus decapod1	MK028683		Metalloincertoparvovirus	5004.0	1	MK028683	
4746	Aberdnavirus waitai	OM154946		Aberdnavirus	5005.0	1	OM154946	
4747	Diatodnavirus chaese	AB781089		Diatodnavirus	5006.0	1	AB781089	
4748	Keisodnavirus chaetenu	LC379168		Keisodnavirus	5007.0	1	LC379168	
4749	Kieseladnavirus ampcren	KY405008		Kieseladnavirus	5008.0	1	KY405008	
4750	Kieseladnavirus karahue	OM154940		Kieseladnavirus	5009.0	1	OM154940	
4751	Kieseladnavirus katao	OM154947		Kieseladnavirus	5010.0	1	OM154947	
4752	Kieseladnavirus titiko	OM154942		Kieseladnavirus	5011.0	1	OM154942	
4753	Protobacilladnavirus chaelor	AB553581		Protobacilladnavirus	5012.0	1	AB553581	
4754	Protobacilladnavirus chaetoc	AB844272		Protobacilladnavirus	5013.0	1	AB844272	
4755	Protobacilladnavirus chasesal	AB193315		Protobacilladnavirus	5014.0	1	AB193315	
4756	Protobacilladnavirus hasleos	KY405007		Protobacilladnavirus	5015.0	1	KY405007	
4757	Protobacilladnavirus mudflat	KY405006		Protobacilladnavirus	5016.0	1	KY405006	
4758	Protobacilladnavirus redsnap	MH616678		Protobacilladnavirus	5017.0	1	MH616678	
4759	Protobacilladnavirus snap	MH617734		Protobacilladnavirus	5018.0	1	MH617734	
4760	Protobacilladnavirus tenuis	AB597949		Protobacilladnavirus	5019.0	1	AB597949	
4761	Puahadnavirus aber	OM154944		Puahadnavirus	5020.0	1	OM154944	
4762	Puahadnavirus inbhir	OM154948		Puahadnavirus	5021.0	1	OM154948	
4763	Puahadnavirus kaisui	OM154950		Puahadnavirus	5022.0	1	OM154950	
4764	Puahadnavirus takutai	OM154945		Puahadnavirus	5023.0	1	OM154945	
4765	Seawadnavirus avonheat	OM154943		Seawadnavirus	5024.0	1	OM154943	
4766	Seawadnavirus gataifale	OM154949		Seawadnavirus	5025.0	1	OM154949	
4767	Seawadnavirus kuhtahan	KF133809		Seawadnavirus	5026.0	1	KF133809	
4768	Circovirus barbel	GU799606		Circovirus	5027.0	1	GU799606	
4769	Circovirus bastao	KT783484		Circovirus	5028.0	1	KT783484	
4770	Circovirus bear	MN371255		Circovirus	5029.0	1	MN371255	
4771	Circovirus bianfu	JQ814849		Circovirus	5030.0	1	JQ814849	
4772	Circovirus canary	AJ301633		Circovirus	5031.0	1	AJ301633	
4773	Circovirus canine	KC241982		Circovirus	5032.0	1	KC241982	
4774	Circovirus catfish	JQ011377		Circovirus	5033.0	1	JQ011377	
4775	Circovirus chauvesouris	JX863737		Circovirus	5034.0	1	JX863737	
4776	Circovirus cia	KJ641716		Circovirus	5035.0	1	KJ641716	
4777	Circovirus civet	LC416389		Circovirus	5036.0	1	LC416389	
4778	Circovirus daga	KY370037		Circovirus	5037.0	1	KY370037	
4779	Circovirus duck	AY228555		Circovirus	5038.0	1	AY228555	
4780	Circovirus elk	MN585201		Circovirus	5039.0	1	MN585201	
4781	Circovirus eniyan	GQ404856		Circovirus	5040.0	1	GQ404856	
4782	Circovirus finch	DQ845075		Circovirus	5041.0	1	DQ845075	
4783	Circovirus gloton	MW686208		Circovirus	5042.0	1	MW686208	
4784	Circovirus gnaver	KY370027		Circovirus	5043.0	1	KY370027	
4785	Circovirus goose	AJ304456		Circovirus	5044.0	1	AJ304456	
4786	Circovirus gryzon	MF497827		Circovirus	5045.0	1	MF497827	
4787	Circovirus gull	DQ845074		Circovirus	5046.0	1	DQ845074	
4788	Circovirus hirat	OM869597		Circovirus	5047.0	1	OM869597	
4789	Circovirus ialtag	KX756986		Circovirus	5048.0	1	KX756986	
4790	Circovirus impundu	GQ404851		Circovirus	5049.0	1	GQ404851	
4791	Circovirus kelawar	KJ641741		Circovirus	5050.0	1	KJ641741	
4792	Circovirus kiore	KY370042		Circovirus	5051.0	1	KY370042	
4793	Circovirus lepakko	KJ641723		Circovirus	5052.0	1	KJ641723	
4794	Circovirus lin	MW881235		Circovirus	5053.0	1	MW881235	
4795	Circovirus magu	MZ382570		Circovirus	5054.0	1	MZ382570	
4796	Circovirus mink	KJ020099		Circovirus	5055.0	1	KJ020099	
4797	Circovirus miztli	MT610105		Circovirus	5056.0	1	MT610105	
4798	Circovirus miztontli	MT610106		Circovirus	5057.0	1	MT610106	
4799	Circovirus morcego	KJ641711		Circovirus	5058.0	1	KJ641711	
4800	Circovirus mossi	MH188038		Circovirus	5059.0	1	MH188038	
4801	Circovirus naaleeli	MZ604582		Circovirus	5060.0	1	MZ604582	
4802	Circovirus parrot	AF071878		Circovirus	5061.0	1	AF071878	
4803	Circovirus pato	MZ604590		Circovirus	5062.0	1	MZ604590	
4804	Circovirus penguin	MN164703		Circovirus	5063.0	1	MN164703	
4805	Circovirus pichong	KX987146		Circovirus	5064.0	1	KX987146	
4806	Circovirus pigeon	AF252610		Circovirus	5065.0	1	AF252610	
4807	Circovirus pipistrello	MN928506		Circovirus	5066.0	1	MN928506	
4808	Circovirus porcine1	AF071879		Circovirus	5067.0	1	AF071879	
4809	Circovirus porcine2	AY651850		Circovirus	5068.0	1	AY651850	
4810	Circovirus porcine3	KT869077		Circovirus	5069.0	1	KT869077	
4811	Circovirus porcine4	MK986820		Circovirus	5070.0	1	MK986820	
4812	Circovirus ratpenat	KJ641724		Circovirus	5071.0	1	KJ641724	
4813	Circovirus raven	DQ146997		Circovirus	5072.0	1	DQ146997	
4814	Circovirus roditore	KY370039		Circovirus	5073.0	1	KY370039	
4815	Circovirus rongeur	KY370034		Circovirus	5074.0	1	KY370034	
4816	Circovirus rosegador	KY370029		Circovirus	5075.0	1	KY370029	
4817	Circovirus saguzarra	KJ641727		Circovirus	5076.0	1	KJ641727	
4818	Circovirus siksparnis	KX756996		Circovirus	5077.0	1	KX756996	
4819	Circovirus starling	DQ172906		Circovirus	5078.0	1	DQ172906	
4820	Circovirus swan	EU056309		Circovirus	5079.0	1	EU056309	
4821	Circovirus tetning	MN164712		Circovirus	5080.0	1	MN164712	
4822	Circovirus tzinaka	OL704833		Circovirus	5081.0	1	OL704833	
4823	Circovirus vleermuis	KC339249		Circovirus	5082.0	1	KC339249	
4824	Circovirus wesa	ON596197		Circovirus	5083.0	1	ON596197	
4825	Circovirus whale	MN103538		Circovirus	5084.0	1	MN103538	
4826	Circovirus yaa	KU230452		Circovirus	5085.0	1	KU230452	
4827	Circovirus zebrafinch	KP793918		Circovirus	5086.0	1	KP793918	
4828	Cyclovirus aasiak	MH545516		Cyclovirus	5087.0	1	MH545516	
4829	Cyclovirus adie	HQ738643		Cyclovirus	5088.0	1	HQ738643	
4830	Cyclovirus anyidiwo	ON324071		Cyclovirus	5089.0	1	ON324071	
4831	Cyclovirus babka	KC512918		Cyclovirus	5090.0	1	KC512918	
4832	Cyclovirus bakri	HQ738636		Cyclovirus	5091.0	1	HQ738636	
4833	Cyclovirus bashri	GQ404857		Cyclovirus	5092.0	1	GQ404857	
4834	Cyclovirus bastao	KM382270		Cyclovirus	5093.0	1	KM382270	
4835	Cyclovirus bohloa	ON324104		Cyclovirus	5094.0	1	ON324104	
4836	Cyclovirus caballo	KR902499		Cyclovirus	5095.0	1	KR902499	
4837	Cyclovirus cervienka	MZ350969		Cyclovirus	5096.0	1	MZ350969	
4838	Cyclovirus doi	KM382269		Cyclovirus	5097.0	1	KM382269	
4839	Cyclovirus enseenene	ON324107		Cyclovirus	5098.0	1	ON324107	
4840	Cyclovirus flagermus	HQ738637		Cyclovirus	5099.0	1	HQ738637	
4841	Cyclovirus fledermoyz	OM262456		Cyclovirus	5100.0	1	OM262456	
4842	Cyclovirus foca	MN176052		Cyclovirus	5101.0	1	MN176052	
4843	Cyclovirus fourmi	ON324069		Cyclovirus	5102.0	1	ON324069	
4844	Cyclovirus gaaye	HQ738634		Cyclovirus	5103.0	1	HQ738634	
4845	Cyclovirus gato	KM017740		Cyclovirus	5104.0	1	KM017740	
4846	Cyclovirus homa	GQ404845		Cyclovirus	5105.0	1	GQ404845	
4847	Cyclovirus humana	KF726984		Cyclovirus	5106.0	1	KF726984	
4848	Cyclovirus ibimonyo	ON324066		Cyclovirus	5107.0	1	ON324066	
4849	Cyclovirus insaan	GQ404844		Cyclovirus	5108.0	1	GQ404844	
4850	Cyclovirus jaaabani	HM228874		Cyclovirus	5109.0	1	HM228874	
4851	Cyclovirus jemage	JF938079		Cyclovirus	5110.0	1	JF938079	
4852	Cyclovirus kacsa	KY851116		Cyclovirus	5111.0	1	KY851116	
4853	Cyclovirus kemirgen	OM869613		Cyclovirus	5112.0	1	OM869613	
4854	Cyclovirus khangkhaw	KJ641720		Cyclovirus	5113.0	1	KJ641720	
4855	Cyclovirus kiroptero	JF938081		Cyclovirus	5114.0	1	JF938081	
4856	Cyclovirus kisikisi	JX185419		Cyclovirus	5115.0	1	JX185419	
4857	Cyclovirus kokoro	ON324100		Cyclovirus	5116.0	1	ON324100	
4858	Cyclovirus libelula	JX185426		Cyclovirus	5117.0	1	JX185426	
4859	Cyclovirus liepsnele	MZ350973		Cyclovirus	5118.0	1	MZ350973	
4860	Cyclovirus liliac	KJ641740		Cyclovirus	5119.0	1	KJ641740	
4861	Cyclovirus liljak	OM262459		Cyclovirus	5120.0	1	OM262459	
4862	Cyclovirus maanav	GQ404847		Cyclovirus	5121.0	1	GQ404847	
4863	Cyclovirus manitan	KJ831064		Cyclovirus	5122.0	1	KJ831064	
4864	Cyclovirus manukha	GQ404846		Cyclovirus	5123.0	1	GQ404846	
4865	Cyclovirus manusyan	KU053483		Cyclovirus	5124.0	1	KU053483	
4866	Cyclovirus mchwa	MH545511		Cyclovirus	5125.0	1	MH545511	
4867	Cyclovirus mier	ON324103		Cyclovirus	5126.0	1	ON324103	
4868	Cyclovirus misi	ON596195		Cyclovirus	5127.0	1	ON596195	
4869	Cyclovirus mmadu	GQ404854		Cyclovirus	5128.0	1	GQ404854	
4870	Cyclovirus moosa	ON596196		Cyclovirus	5129.0	1	ON596196	
4871	Cyclovirus munthu	KC771281		Cyclovirus	5130.0	1	KC771281	
4872	Cyclovirus murcielago	OL704826		Cyclovirus	5131.0	1	OL704826	
4873	Cyclovirus muricec	OL704828		Cyclovirus	5132.0	1	OL704828	
4874	Cyclovirus mutum	GQ404855		Cyclovirus	5133.0	1	GQ404855	
4875	Cyclovirus mweyba	MZ382573		Cyclovirus	5134.0	1	MZ382573	
4876	Cyclovirus naahoohai	MG846358		Cyclovirus	5135.0	1	MG846358	
4877	Cyclovirus naastsosi	KT878836		Cyclovirus	5136.0	1	KT878836	
4878	Cyclovirus nahkhiir	KJ641715		Cyclovirus	5137.0	1	KJ641715	
4879	Cyclovirus namu	KC512919		Cyclovirus	5138.0	1	KC512919	
4880	Cyclovirus ndanda	ON324108		Cyclovirus	5139.0	1	ON324108	
4881	Cyclovirus netopyr	MT766312		Cyclovirus	5140.0	1	MT766312	
4882	Cyclovirus newla	MZ382572		Cyclovirus	5141.0	1	MZ382572	
4883	Cyclovirus nhanloai	KF031466		Cyclovirus	5142.0	1	KF031466	
4884	Cyclovirus nietoperz	KJ641728		Cyclovirus	5143.0	1	KJ641728	
4885	Cyclovirus pauferro	MT707947		Cyclovirus	5144.0	1	MT707947	
4886	Cyclovirus pea	KT732786		Cyclovirus	5145.0	1	KT732786	
4887	Cyclovirus peka	KT732785		Cyclovirus	5146.0	1	KT732785	
4888	Cyclovirus pekapeka	KT732787		Cyclovirus	5147.0	1	KT732787	
4889	Cyclovirus pettirosso	MZ350965		Cyclovirus	5148.0	1	MZ350965	
4890	Cyclovirus podgana	KY370026		Cyclovirus	5149.0	1	KY370026	
4891	Cyclovirus popo	KJ641712		Cyclovirus	5150.0	1	KJ641712	
4892	Cyclovirus popoki	ON596192		Cyclovirus	5151.0	1	ON596192	
4893	Cyclovirus prihor	MZ350968		Cyclovirus	5152.0	1	MZ350968	
4894	Cyclovirus prilep	OM262453		Cyclovirus	5153.0	1	OM262453	
4895	Cyclovirus punarinta	MZ350966		Cyclovirus	5154.0	1	MZ350966	
4896	Cyclovirus rata	KY370028		Cyclovirus	5155.0	1	KY370028	
4897	Cyclovirus risi	LC018134		Cyclovirus	5156.0	1	LC018134	
4898	Cyclovirus roach	JX569794		Cyclovirus	5157.0	1	JX569794	
4899	Cyclovirus roedor	MK947371		Cyclovirus	5158.0	1	MK947371	
4900	Cyclovirus rotte	OM869595		Cyclovirus	5159.0	1	OM869595	
4901	Cyclovirus rudzik	MZ350967		Cyclovirus	5160.0	1	MZ350967	
4902	Cyclovirus saguza	OM262451		Cyclovirus	5161.0	1	OM262451	
4903	Cyclovirus sawya	OM262452		Cyclovirus	5162.0	1	OM262452	
4904	Cyclovirus sismis	JF938082		Cyclovirus	5163.0	1	JF938082	
4905	Cyclovirus sokwe	GQ404849		Cyclovirus	5164.0	1	GQ404849	
4906	Cyclovirus svosve	ON324106		Cyclovirus	5165.0	1	ON324106	
4907	Cyclovirus taniilai	JX185422		Cyclovirus	5166.0	1	JX185422	
4908	Cyclovirus tarako	KC512920		Cyclovirus	5167.0	1	KC512920	
4909	Cyclovirus tonbo	JX185424		Cyclovirus	5168.0	1	JX185424	
4910	Cyclovirus totoi	MZ350964		Cyclovirus	5169.0	1	MZ350964	
4911	Cyclovirus vauval	MT766309		Cyclovirus	5170.0	1	MT766309	
4912	Cyclovirus vazka	KC512916		Cyclovirus	5171.0	1	KC512916	
4913	Cyclovirus vespertilio	OL704827		Cyclovirus	5172.0	1	OL704827	
4914	Cyclovirus vleermuis	OM262457		Cyclovirus	5173.0	1	OM262457	
4915	Cyclovirus yarasa	KJ641717		Cyclovirus	5174.0	1	KJ641717	
4916	Cyclovirus ystlum	OM262458		Cyclovirus	5175.0	1	OM262458	
4917	Andurilvirus erebor	LC389584		Andurilvirus	5176.0	1	LC389584	
4918	Andurilvirus finwe	MT293429		Andurilvirus	5177.0	1	MT293429	
4919	Angristvirus fangorn	MN621474		Angristvirus	5178.0	1	MN621474	
4920	Angristvirus hurin	MG571900		Angristvirus	5179.0	1	MG571900	
4921	Aranruthvirus numenor	KY487991		Aranruthvirus	5180.0	1	KY487991	
4922	Arnorvirus sauron	MK738139		Arnorvirus	5181.0	1	MK738139	
4923	Glamdringvirus minas	JF755402		Glamdringvirus	5182.0	1	JF755402	
4924	Glamdringvirus thorin	JF755413		Glamdringvirus	5183.0	1	JF755413	
4925	Grondvirus lorian	MH545531		Grondvirus	5184.0	1	MH545531	
4926	Herugrimvirus gladden	MT293421		Herugrimvirus	5185.0	1	MT293421	
4927	Illuinvirus amon	MH545530		Illuinvirus	5186.0	1	MH545530	
4928	Ormalvirus cirith	JF755403		Ormalvirus	5187.0	1	JF755403	
4929	Palantirivirus imlardis	MK012455		Palantirivirus	5188.0	1	MK012455	
4930	Ringilvirus thingol	MK738142		Ringilvirus	5189.0	1	MK738142	
4931	Ringilvirus tuor	MK738138		Ringilvirus	5190.0	1	MK738138	
4932	Ringilvirus ungol	MK738143		Ringilvirus	5191.0	1	MK738143	
4933	Vingilotevirus gamgee	MT293426		Vingilotevirus	5192.0	1	MT293426	
4934	Vingilotevirus gimli	MT293425		Vingilotevirus	5193.0	1	MT293425	
4935	Babosmacovirus babas1	LC386204		Babosmacovirus	5194.0	1	LC386204	
4936	Bonzesmacovirus bovas1	KT862223		Bonzesmacovirus	5195.0	1	KT862223	
4937	Bostasmacovirus bovas1	KT862229		Bostasmacovirus	5196.0	1	KT862229	
4938	Bovismacovirus bovas1	JN634851		Bovismacovirus	5197.0	1	JN634851	
4939	Bovismacovirus bovas2	KT862222		Bovismacovirus	5198.0	1	KT862222	
4940	Bovismacovirus draga1	KM598409		Bovismacovirus	5199.0	1	KM598409	
4941	Cosmacovirus bovas1	KT862228		Cosmacovirus	5200.0	1	KT862228	
4942	Dragsmacovirus draga1	KM598410		Dragsmacovirus	5201.0	1	KM598410	
4943	Drosmacovirus bovas1	KT862224		Drosmacovirus	5202.0	1	KT862224	
4944	Drosmacovirus camas1	KM573769		Drosmacovirus	5203.0	1	KM573769	
4945	Drosmacovirus camas2	KM573774		Drosmacovirus	5204.0	1	KM573774	
4946	Felismacovirus lynas1	MK796234		Felismacovirus	5205.0	1	MK796234	
4947	Huchismacovirus chicas1	KY086301		Huchismacovirus	5206.0	1	KY086301	
