	Species	Accession_IDs	segment	Genus	Sort	Isolate Sort	Original_Accession_String	Errors
696	Aquareovirus A	AF450319	Seg3	Aquareovirus	6470.0	2.0	Seg2: AF450318; Seg3: AF450319; Seg4: AF450320; Seg8: AF450321; Seg10: AF450322	
697	Aquareovirus A	AF450320	Seg4	Aquareovirus	6470.0	2.0	Seg2: AF450318; Seg3: AF450319; Seg4: AF450320; Seg8: AF450321; Seg10: AF450322	
698	Aquareovirus A	AF450321	Seg8	Aquareovirus	6470.0	2.0	Seg2: AF450318; Seg3: AF450319; Seg4: AF450320; Seg8: AF450321; Seg10: AF450322	
699	Aquareovirus A	AF450322	Seg10	Aquareovirus	6470.0	2.0	Seg2: AF450318; Seg3: AF450319; Seg4: AF450320; Seg8: AF450321; Seg10: AF450322	
700	Aquareovirus C	AH009795	Seg1-3	Aquareovirus	6473.0	2.0	Seg1-3: AH009795; Seg4: AF403390; Seg5: AF403391; Seg6: AF403392; Seg7: AF403393; Seg8: AF403394; Seg9: AF403395; Seg10: AF403396; Seg11: AF403397	
701	Aquareovirus C	AF403390	Seg4	Aquareovirus	6473.0	2.0	Seg1-3: AH009795; Seg4: AF403390; Seg5: AF403391; Seg6: AF403392; Seg7: AF403393; Seg8: AF403394; Seg9: AF403395; Seg10: AF403396; Seg11: AF403397	
702	Aquareovirus C	AF403391	Seg5	Aquareovirus	6473.0	2.0	Seg1-3: AH009795; Seg4: AF403390; Seg5: AF403391; Seg6: AF403392; Seg7: AF403393; Seg8: AF403394; Seg9: AF403395; Seg10: AF403396; Seg11: AF403397	
703	Aquareovirus C	AF403392	Seg6	Aquareovirus	6473.0	2.0	Seg1-3: AH009795; Seg4: AF403390; Seg5: AF403391; Seg6: AF403392; Seg7: AF403393; Seg8: AF403394; Seg9: AF403395; Seg10: AF403396; Seg11: AF403397	
704	Aquareovirus C	AF403393	Seg7	Aquareovirus	6473.0	2.0	Seg1-3: AH009795; Seg4: AF403390; Seg5: AF403391; Seg6: AF403392; Seg7: AF403393; Seg8: AF403394; Seg9: AF403395; Seg10: AF403396; Seg11: AF403397	
705	Aquareovirus C	AF403394	Seg8	Aquareovirus	6473.0	2.0	Seg1-3: AH009795; Seg4: AF403390; Seg5: AF403391; Seg6: AF403392; Seg7: AF403393; Seg8: AF403394; Seg9: AF403395; Seg10: AF403396; Seg11: AF403397	
706	Aquareovirus C	AF403395	Seg9	Aquareovirus	6473.0	2.0	Seg1-3: AH009795; Seg4: AF403390; Seg5: AF403391; Seg6: AF403392; Seg7: AF403393; Seg8: AF403394; Seg9: AF403395; Seg10: AF403396; Seg11: AF403397	
707	Aquareovirus C	AF403396	Seg10	Aquareovirus	6473.0	2.0	Seg1-3: AH009795; Seg4: AF403390; Seg5: AF403391; Seg6: AF403392; Seg7: AF403393; Seg8: AF403394; Seg9: AF403395; Seg10: AF403396; Seg11: AF403397	
708	Aquareovirus C	AF403397	Seg11	Aquareovirus	6473.0	2.0	Seg1-3: AH009795; Seg4: AF403390; Seg5: AF403391; Seg6: AF403392; Seg7: AF403393; Seg8: AF403394; Seg9: AF403395; Seg10: AF403396; Seg11: AF403397	
709	Cypovirus 1	KR704197	Seg1	Cypovirus	6484.0	2.0	Seg1: KR704197; Seg2: KR704195; Seg3: KR704198; Seg4: KR704199; Seg5: KR704200; Seg6: KR704201; Seg7: KR815454; Seg8: KR704202; Seg9: KR704203; Seg10: KR704196	
710	Cypovirus 1	KR704195	Seg2	Cypovirus	6484.0	2.0	Seg1: KR704197; Seg2: KR704195; Seg3: KR704198; Seg4: KR704199; Seg5: KR704200; Seg6: KR704201; Seg7: KR815454; Seg8: KR704202; Seg9: KR704203; Seg10: KR704196	
711	Cypovirus 1	KR704198	Seg3	Cypovirus	6484.0	2.0	Seg1: KR704197; Seg2: KR704195; Seg3: KR704198; Seg4: KR704199; Seg5: KR704200; Seg6: KR704201; Seg7: KR815454; Seg8: KR704202; Seg9: KR704203; Seg10: KR704196	
712	Cypovirus 1	KR704199	Seg4	Cypovirus	6484.0	2.0	Seg1: KR704197; Seg2: KR704195; Seg3: KR704198; Seg4: KR704199; Seg5: KR704200; Seg6: KR704201; Seg7: KR815454; Seg8: KR704202; Seg9: KR704203; Seg10: KR704196	
713	Cypovirus 1	KR704200	Seg5	Cypovirus	6484.0	2.0	Seg1: KR704197; Seg2: KR704195; Seg3: KR704198; Seg4: KR704199; Seg5: KR704200; Seg6: KR704201; Seg7: KR815454; Seg8: KR704202; Seg9: KR704203; Seg10: KR704196	
714	Cypovirus 1	KR704201	Seg6	Cypovirus	6484.0	2.0	Seg1: KR704197; Seg2: KR704195; Seg3: KR704198; Seg4: KR704199; Seg5: KR704200; Seg6: KR704201; Seg7: KR815454; Seg8: KR704202; Seg9: KR704203; Seg10: KR704196	
715	Cypovirus 1	KR815454	Seg7	Cypovirus	6484.0	2.0	Seg1: KR704197; Seg2: KR704195; Seg3: KR704198; Seg4: KR704199; Seg5: KR704200; Seg6: KR704201; Seg7: KR815454; Seg8: KR704202; Seg9: KR704203; Seg10: KR704196	
716	Cypovirus 1	KR704202	Seg8	Cypovirus	6484.0	2.0	Seg1: KR704197; Seg2: KR704195; Seg3: KR704198; Seg4: KR704199; Seg5: KR704200; Seg6: KR704201; Seg7: KR815454; Seg8: KR704202; Seg9: KR704203; Seg10: KR704196	
717	Cypovirus 1	KR704203	Seg9	Cypovirus	6484.0	2.0	Seg1: KR704197; Seg2: KR704195; Seg3: KR704198; Seg4: KR704199; Seg5: KR704200; Seg6: KR704201; Seg7: KR815454; Seg8: KR704202; Seg9: KR704203; Seg10: KR704196	
718	Cypovirus 1	KR704196	Seg10	Cypovirus	6484.0	2.0	Seg1: KR704197; Seg2: KR704195; Seg3: KR704198; Seg4: KR704199; Seg5: KR704200; Seg6: KR704201; Seg7: KR815454; Seg8: KR704202; Seg9: KR704203; Seg10: KR704196	
719	Cypovirus 1	AY163247	Seg1	Cypovirus	6485.0	3.0	Seg1: AY163247; Seg2: AY147187; Seg3: AY167578; Seg4: AF542082; Seg5: AY163248; Seg6: AY177408; Seg7: AY180906; Seg8: AY211092; Seg9: AY211093; Seg10: AY204878	
720	Cypovirus 1	AY147187	Seg2	Cypovirus	6485.0	3.0	Seg1: AY163247; Seg2: AY147187; Seg3: AY167578; Seg4: AF542082; Seg5: AY163248; Seg6: AY177408; Seg7: AY180906; Seg8: AY211092; Seg9: AY211093; Seg10: AY204878	
721	Cypovirus 1	AY167578	Seg3	Cypovirus	6485.0	3.0	Seg1: AY163247; Seg2: AY147187; Seg3: AY167578; Seg4: AF542082; Seg5: AY163248; Seg6: AY177408; Seg7: AY180906; Seg8: AY211092; Seg9: AY211093; Seg10: AY204878	
722	Cypovirus 1	AF542082	Seg4	Cypovirus	6485.0	3.0	Seg1: AY163247; Seg2: AY147187; Seg3: AY167578; Seg4: AF542082; Seg5: AY163248; Seg6: AY177408; Seg7: AY180906; Seg8: AY211092; Seg9: AY211093; Seg10: AY204878	
723	Cypovirus 1	AY163248	Seg5	Cypovirus	6485.0	3.0	Seg1: AY163247; Seg2: AY147187; Seg3: AY167578; Seg4: AF542082; Seg5: AY163248; Seg6: AY177408; Seg7: AY180906; Seg8: AY211092; Seg9: AY211093; Seg10: AY204878	
724	Cypovirus 1	AY177408	Seg6	Cypovirus	6485.0	3.0	Seg1: AY163247; Seg2: AY147187; Seg3: AY167578; Seg4: AF542082; Seg5: AY163248; Seg6: AY177408; Seg7: AY180906; Seg8: AY211092; Seg9: AY211093; Seg10: AY204878	
725	Cypovirus 1	AY180906	Seg7	Cypovirus	6485.0	3.0	Seg1: AY163247; Seg2: AY147187; Seg3: AY167578; Seg4: AF542082; Seg5: AY163248; Seg6: AY177408; Seg7: AY180906; Seg8: AY211092; Seg9: AY211093; Seg10: AY204878	
726	Cypovirus 1	AY211092	Seg8	Cypovirus	6485.0	3.0	Seg1: AY163247; Seg2: AY147187; Seg3: AY167578; Seg4: AF542082; Seg5: AY163248; Seg6: AY177408; Seg7: AY180906; Seg8: AY211092; Seg9: AY211093; Seg10: AY204878	
727	Cypovirus 1	AY211093	Seg9	Cypovirus	6485.0	3.0	Seg1: AY163247; Seg2: AY147187; Seg3: AY167578; Seg4: AF542082; Seg5: AY163248; Seg6: AY177408; Seg7: AY180906; Seg8: AY211092; Seg9: AY211093; Seg10: AY204878	
728	Cypovirus 1	AY204878	Seg10	Cypovirus	6485.0	3.0	Seg1: AY163247; Seg2: AY147187; Seg3: AY167578; Seg4: AF542082; Seg5: AY163248; Seg6: AY177408; Seg7: AY180906; Seg8: AY211092; Seg9: AY211093; Seg10: AY204878	
729	Cypovirus 5	KC588356	Seg1	Cypovirus	6499.0	2.0	Seg1: KC588356; Seg2: KC588357; Seg3: KC588358; Seg4: KC588359; Seg5: KC588360; Seg6: KC588361; Seg7: KC588362; Seg8: KC588363; Seg9: KC588364; Seg10: KC588365	
730	Cypovirus 5	KC588357	Seg2	Cypovirus	6499.0	2.0	Seg1: KC588356; Seg2: KC588357; Seg3: KC588358; Seg4: KC588359; Seg5: KC588360; Seg6: KC588361; Seg7: KC588362; Seg8: KC588363; Seg9: KC588364; Seg10: KC588365	
731	Cypovirus 5	KC588358	Seg3	Cypovirus	6499.0	2.0	Seg1: KC588356; Seg2: KC588357; Seg3: KC588358; Seg4: KC588359; Seg5: KC588360; Seg6: KC588361; Seg7: KC588362; Seg8: KC588363; Seg9: KC588364; Seg10: KC588365	
732	Cypovirus 5	KC588359	Seg4	Cypovirus	6499.0	2.0	Seg1: KC588356; Seg2: KC588357; Seg3: KC588358; Seg4: KC588359; Seg5: KC588360; Seg6: KC588361; Seg7: KC588362; Seg8: KC588363; Seg9: KC588364; Seg10: KC588365	
733	Cypovirus 5	KC588360	Seg5	Cypovirus	6499.0	2.0	Seg1: KC588356; Seg2: KC588357; Seg3: KC588358; Seg4: KC588359; Seg5: KC588360; Seg6: KC588361; Seg7: KC588362; Seg8: KC588363; Seg9: KC588364; Seg10: KC588365	
734	Cypovirus 5	KC588361	Seg6	Cypovirus	6499.0	2.0	Seg1: KC588356; Seg2: KC588357; Seg3: KC588358; Seg4: KC588359; Seg5: KC588360; Seg6: KC588361; Seg7: KC588362; Seg8: KC588363; Seg9: KC588364; Seg10: KC588365	
735	Cypovirus 5	KC588362	Seg7	Cypovirus	6499.0	2.0	Seg1: KC588356; Seg2: KC588357; Seg3: KC588358; Seg4: KC588359; Seg5: KC588360; Seg6: KC588361; Seg7: KC588362; Seg8: KC588363; Seg9: KC588364; Seg10: KC588365	
736	Cypovirus 5	KC588363	Seg8	Cypovirus	6499.0	2.0	Seg1: KC588356; Seg2: KC588357; Seg3: KC588358; Seg4: KC588359; Seg5: KC588360; Seg6: KC588361; Seg7: KC588362; Seg8: KC588363; Seg9: KC588364; Seg10: KC588365	
737	Cypovirus 5	KC588364	Seg9	Cypovirus	6499.0	2.0	Seg1: KC588356; Seg2: KC588357; Seg3: KC588358; Seg4: KC588359; Seg5: KC588360; Seg6: KC588361; Seg7: KC588362; Seg8: KC588363; Seg9: KC588364; Seg10: KC588365	
738	Cypovirus 5	KC588365	Seg10	Cypovirus	6499.0	2.0	Seg1: KC588356; Seg2: KC588357; Seg3: KC588358; Seg4: KC588359; Seg5: KC588360; Seg6: KC588361; Seg7: KC588362; Seg8: KC588363; Seg9: KC588364; Seg10: KC588365	
739	Avian orthoreovirus	AY444910	S3	Orthoreovirus	6524.0	2.0	S3: AY444910	
740	Avian orthoreovirus	KF809662	L1	Orthoreovirus	6525.0	3.0	L1: KF809662; L2: KF809663; L3: KF809664; M1: KF809665; M2: KF809666; M3: KF809667; S1: KF809668; S2: KF809669; S3: KF809670; S4: KF809671	
741	Avian orthoreovirus	KF809663	L2	Orthoreovirus	6525.0	3.0	L1: KF809662; L2: KF809663; L3: KF809664; M1: KF809665; M2: KF809666; M3: KF809667; S1: KF809668; S2: KF809669; S3: KF809670; S4: KF809671	
742	Avian orthoreovirus	KF809664	L3	Orthoreovirus	6525.0	3.0	L1: KF809662; L2: KF809663; L3: KF809664; M1: KF809665; M2: KF809666; M3: KF809667; S1: KF809668; S2: KF809669; S3: KF809670; S4: KF809671	
743	Avian orthoreovirus	KF809665	M1	Orthoreovirus	6525.0	3.0	L1: KF809662; L2: KF809663; L3: KF809664; M1: KF809665; M2: KF809666; M3: KF809667; S1: KF809668; S2: KF809669; S3: KF809670; S4: KF809671	
744	Avian orthoreovirus	KF809666	M2	Orthoreovirus	6525.0	3.0	L1: KF809662; L2: KF809663; L3: KF809664; M1: KF809665; M2: KF809666; M3: KF809667; S1: KF809668; S2: KF809669; S3: KF809670; S4: KF809671	
745	Avian orthoreovirus	KF809667	M3	Orthoreovirus	6525.0	3.0	L1: KF809662; L2: KF809663; L3: KF809664; M1: KF809665; M2: KF809666; M3: KF809667; S1: KF809668; S2: KF809669; S3: KF809670; S4: KF809671	
746	Avian orthoreovirus	KF809668	S1	Orthoreovirus	6525.0	3.0	L1: KF809662; L2: KF809663; L3: KF809664; M1: KF809665; M2: KF809666; M3: KF809667; S1: KF809668; S2: KF809669; S3: KF809670; S4: KF809671	
747	Avian orthoreovirus	KF809669	S2	Orthoreovirus	6525.0	3.0	L1: KF809662; L2: KF809663; L3: KF809664; M1: KF809665; M2: KF809666; M3: KF809667; S1: KF809668; S2: KF809669; S3: KF809670; S4: KF809671	
748	Avian orthoreovirus	KF809670	S3	Orthoreovirus	6525.0	3.0	L1: KF809662; L2: KF809663; L3: KF809664; M1: KF809665; M2: KF809666; M3: KF809667; S1: KF809668; S2: KF809669; S3: KF809670; S4: KF809671	
749	Avian orthoreovirus	KF809671	S4	Orthoreovirus	6525.0	3.0	L1: KF809662; L2: KF809663; L3: KF809664; M1: KF809665; M2: KF809666; M3: KF809667; S1: KF809668; S2: KF809669; S3: KF809670; S4: KF809671	
750	Avian orthoreovirus	JX478260	L1	Orthoreovirus	6526.0	4.0	L1: JX478260; L2: JX478261; L3: JX478262; M1: JX478263; M2: JX478264; M3: JX478265; S1: JX478266; S2: JX478267; S3: JX478268; S4: JX478269	
751	Avian orthoreovirus	JX478261	L2	Orthoreovirus	6526.0	4.0	L1: JX478260; L2: JX478261; L3: JX478262; M1: JX478263; M2: JX478264; M3: JX478265; S1: JX478266; S2: JX478267; S3: JX478268; S4: JX478269	
752	Avian orthoreovirus	JX478262	L3	Orthoreovirus	6526.0	4.0	L1: JX478260; L2: JX478261; L3: JX478262; M1: JX478263; M2: JX478264; M3: JX478265; S1: JX478266; S2: JX478267; S3: JX478268; S4: JX478269	
753	Avian orthoreovirus	JX478263	M1	Orthoreovirus	6526.0	4.0	L1: JX478260; L2: JX478261; L3: JX478262; M1: JX478263; M2: JX478264; M3: JX478265; S1: JX478266; S2: JX478267; S3: JX478268; S4: JX478269	
754	Avian orthoreovirus	JX478264	M2	Orthoreovirus	6526.0	4.0	L1: JX478260; L2: JX478261; L3: JX478262; M1: JX478263; M2: JX478264; M3: JX478265; S1: JX478266; S2: JX478267; S3: JX478268; S4: JX478269	
755	Avian orthoreovirus	JX478265	M3	Orthoreovirus	6526.0	4.0	L1: JX478260; L2: JX478261; L3: JX478262; M1: JX478263; M2: JX478264; M3: JX478265; S1: JX478266; S2: JX478267; S3: JX478268; S4: JX478269	
756	Avian orthoreovirus	JX478266	S1	Orthoreovirus	6526.0	4.0	L1: JX478260; L2: JX478261; L3: JX478262; M1: JX478263; M2: JX478264; M3: JX478265; S1: JX478266; S2: JX478267; S3: JX478268; S4: JX478269	
757	Avian orthoreovirus	JX478267	S2	Orthoreovirus	6526.0	4.0	L1: JX478260; L2: JX478261; L3: JX478262; M1: JX478263; M2: JX478264; M3: JX478265; S1: JX478266; S2: JX478267; S3: JX478268; S4: JX478269	
758	Avian orthoreovirus	JX478268	S3	Orthoreovirus	6526.0	4.0	L1: JX478260; L2: JX478261; L3: JX478262; M1: JX478263; M2: JX478264; M3: JX478265; S1: JX478266; S2: JX478267; S3: JX478268; S4: JX478269	
759	Avian orthoreovirus	JX478269	S4	Orthoreovirus	6526.0	4.0	L1: JX478260; L2: JX478261; L3: JX478262; M1: JX478263; M2: JX478264; M3: JX478265; S1: JX478266; S2: JX478267; S3: JX478268; S4: JX478269	
760	Avian orthoreovirus	JX145328	L1	Orthoreovirus	6527.0	5.0	L1: JX145328; L2: JX145329; L3: JX145330; M1: JX145331; M2: JX145332; M3: JX145333; S1: JX145334; S2: JX145335; S3: JX145336; S4: JX145337	
761	Avian orthoreovirus	JX145329	L2	Orthoreovirus	6527.0	5.0	L1: JX145328; L2: JX145329; L3: JX145330; M1: JX145331; M2: JX145332; M3: JX145333; S1: JX145334; S2: JX145335; S3: JX145336; S4: JX145337	
762	Avian orthoreovirus	JX145330	L3	Orthoreovirus	6527.0	5.0	L1: JX145328; L2: JX145329; L3: JX145330; M1: JX145331; M2: JX145332; M3: JX145333; S1: JX145334; S2: JX145335; S3: JX145336; S4: JX145337	
763	Avian orthoreovirus	JX145331	M1	Orthoreovirus	6527.0	5.0	L1: JX145328; L2: JX145329; L3: JX145330; M1: JX145331; M2: JX145332; M3: JX145333; S1: JX145334; S2: JX145335; S3: JX145336; S4: JX145337	
764	Avian orthoreovirus	JX145332	M2	Orthoreovirus	6527.0	5.0	L1: JX145328; L2: JX145329; L3: JX145330; M1: JX145331; M2: JX145332; M3: JX145333; S1: JX145334; S2: JX145335; S3: JX145336; S4: JX145337	
765	Avian orthoreovirus	JX145333	M3	Orthoreovirus	6527.0	5.0	L1: JX145328; L2: JX145329; L3: JX145330; M1: JX145331; M2: JX145332; M3: JX145333; S1: JX145334; S2: JX145335; S3: JX145336; S4: JX145337	
766	Avian orthoreovirus	JX145334	S1	Orthoreovirus	6527.0	5.0	L1: JX145328; L2: JX145329; L3: JX145330; M1: JX145331; M2: JX145332; M3: JX145333; S1: JX145334; S2: JX145335; S3: JX145336; S4: JX145337	
767	Avian orthoreovirus	JX145335	S2	Orthoreovirus	6527.0	5.0	L1: JX145328; L2: JX145329; L3: JX145330; M1: JX145331; M2: JX145332; M3: JX145333; S1: JX145334; S2: JX145335; S3: JX145336; S4: JX145337	
768	Avian orthoreovirus	JX145336	S3	Orthoreovirus	6527.0	5.0	L1: JX145328; L2: JX145329; L3: JX145330; M1: JX145331; M2: JX145332; M3: JX145333; S1: JX145334; S2: JX145335; S3: JX145336; S4: JX145337	
769	Avian orthoreovirus	JX145337	S4	Orthoreovirus	6527.0	5.0	L1: JX145328; L2: JX145329; L3: JX145330; M1: JX145331; M2: JX145332; M3: JX145333; S1: JX145334; S2: JX145335; S3: JX145336; S4: JX145337	
770	Mammalian orthoreovirus	KX263307	L1	Orthoreovirus	6532.0	2.0	L1: KX263307; L2: KX263308; L3: KX263309; M1: KX263310; M2: KX263311; M3: KX263312; S1: KX263313; S2: KX263314; S3: KX263315; S4: KX263316	
771	Mammalian orthoreovirus	KX263308	L2	Orthoreovirus	6532.0	2.0	L1: KX263307; L2: KX263308; L3: KX263309; M1: KX263310; M2: KX263311; M3: KX263312; S1: KX263313; S2: KX263314; S3: KX263315; S4: KX263316	
772	Mammalian orthoreovirus	KX263309	L3	Orthoreovirus	6532.0	2.0	L1: KX263307; L2: KX263308; L3: KX263309; M1: KX263310; M2: KX263311; M3: KX263312; S1: KX263313; S2: KX263314; S3: KX263315; S4: KX263316	
773	Mammalian orthoreovirus	KX263310	M1	Orthoreovirus	6532.0	2.0	L1: KX263307; L2: KX263308; L3: KX263309; M1: KX263310; M2: KX263311; M3: KX263312; S1: KX263313; S2: KX263314; S3: KX263315; S4: KX263316	
774	Mammalian orthoreovirus	KX263311	M2	Orthoreovirus	6532.0	2.0	L1: KX263307; L2: KX263308; L3: KX263309; M1: KX263310; M2: KX263311; M3: KX263312; S1: KX263313; S2: KX263314; S3: KX263315; S4: KX263316	
775	Mammalian orthoreovirus	KX263312	M3	Orthoreovirus	6532.0	2.0	L1: KX263307; L2: KX263308; L3: KX263309; M1: KX263310; M2: KX263311; M3: KX263312; S1: KX263313; S2: KX263314; S3: KX263315; S4: KX263316	
776	Mammalian orthoreovirus	KX263313	S1	Orthoreovirus	6532.0	2.0	L1: KX263307; L2: KX263308; L3: KX263309; M1: KX263310; M2: KX263311; M3: KX263312; S1: KX263313; S2: KX263314; S3: KX263315; S4: KX263316	
777	Mammalian orthoreovirus	KX263314	S2	Orthoreovirus	6532.0	2.0	L1: KX263307; L2: KX263308; L3: KX263309; M1: KX263310; M2: KX263311; M3: KX263312; S1: KX263313; S2: KX263314; S3: KX263315; S4: KX263316	
778	Mammalian orthoreovirus	KX263315	S3	Orthoreovirus	6532.0	2.0	L1: KX263307; L2: KX263308; L3: KX263309; M1: KX263310; M2: KX263311; M3: KX263312; S1: KX263313; S2: KX263314; S3: KX263315; S4: KX263316	
779	Mammalian orthoreovirus	KX263316	S4	Orthoreovirus	6532.0	2.0	L1: KX263307; L2: KX263308; L3: KX263309; M1: KX263310; M2: KX263311; M3: KX263312; S1: KX263313; S2: KX263314; S3: KX263315; S4: KX263316	
780	Mammalian orthoreovirus	JX204738	L1	Orthoreovirus	6533.0	3.0	L1: JX204738; L2: JX204739; L3: JX204740; M1: JX204741; M2: JX204742; M3: JX204743; S1: JX204737; S2: JX204744; S3: JX204745; S4: JX204746	
781	Mammalian orthoreovirus	JX204739	L2	Orthoreovirus	6533.0	3.0	L1: JX204738; L2: JX204739; L3: JX204740; M1: JX204741; M2: JX204742; M3: JX204743; S1: JX204737; S2: JX204744; S3: JX204745; S4: JX204746	
782	Mammalian orthoreovirus	JX204740	L3	Orthoreovirus	6533.0	3.0	L1: JX204738; L2: JX204739; L3: JX204740; M1: JX204741; M2: JX204742; M3: JX204743; S1: JX204737; S2: JX204744; S3: JX204745; S4: JX204746	
783	Mammalian orthoreovirus	JX204741	M1	Orthoreovirus	6533.0	3.0	L1: JX204738; L2: JX204739; L3: JX204740; M1: JX204741; M2: JX204742; M3: JX204743; S1: JX204737; S2: JX204744; S3: JX204745; S4: JX204746	
784	Mammalian orthoreovirus	JX204742	M2	Orthoreovirus	6533.0	3.0	L1: JX204738; L2: JX204739; L3: JX204740; M1: JX204741; M2: JX204742; M3: JX204743; S1: JX204737; S2: JX204744; S3: JX204745; S4: JX204746	
785	Mammalian orthoreovirus	JX204743	M3	Orthoreovirus	6533.0	3.0	L1: JX204738; L2: JX204739; L3: JX204740; M1: JX204741; M2: JX204742; M3: JX204743; S1: JX204737; S2: JX204744; S3: JX204745; S4: JX204746	
786	Mammalian orthoreovirus	JX204737	S1	Orthoreovirus	6533.0	3.0	L1: JX204738; L2: JX204739; L3: JX204740; M1: JX204741; M2: JX204742; M3: JX204743; S1: JX204737; S2: JX204744; S3: JX204745; S4: JX204746	
787	Mammalian orthoreovirus	JX204744	S2	Orthoreovirus	6533.0	3.0	L1: JX204738; L2: JX204739; L3: JX204740; M1: JX204741; M2: JX204742; M3: JX204743; S1: JX204737; S2: JX204744; S3: JX204745; S4: JX204746	
788	Mammalian orthoreovirus	JX204745	S3	Orthoreovirus	6533.0	3.0	L1: JX204738; L2: JX204739; L3: JX204740; M1: JX204741; M2: JX204742; M3: JX204743; S1: JX204737; S2: JX204744; S3: JX204745; S4: JX204746	
789	Mammalian orthoreovirus	JX204746	S4	Orthoreovirus	6533.0	3.0	L1: JX204738; L2: JX204739; L3: JX204740; M1: JX204741; M2: JX204742; M3: JX204743; S1: JX204737; S2: JX204744; S3: JX204745; S4: JX204746	
790	Mammalian orthoreovirus	AF368033	L1	Orthoreovirus	6534.0	4.0	L1: AF368033; M2: AF368034; S1: AF368035; S2: AF368036; S4: AF368037	
791	Mammalian orthoreovirus	AF368034	M2	Orthoreovirus	6534.0	4.0	L1: AF368033; M2: AF368034; S1: AF368035; S2: AF368036; S4: AF368037	
792	Mammalian orthoreovirus	AF368035	S1	Orthoreovirus	6534.0	4.0	L1: AF368033; M2: AF368034; S1: AF368035; S2: AF368036; S4: AF368037	
793	Mammalian orthoreovirus	AF368036	S2	Orthoreovirus	6534.0	4.0	L1: AF368033; M2: AF368034; S1: AF368035; S2: AF368036; S4: AF368037	
794	Mammalian orthoreovirus	AF368037	S4	Orthoreovirus	6534.0	4.0	L1: AF368033; M2: AF368034; S1: AF368035; S2: AF368036; S4: AF368037	
795	Nelson Bay orthoreovirus	JF811580	S1	Orthoreovirus	6536.0	2.0	S1: JF811580; S2: JF811581; S3: JF811582; S4: JF811583	
796	Nelson Bay orthoreovirus	JF811581	S2	Orthoreovirus	6536.0	2.0	S1: JF811580; S2: JF811581; S3: JF811582; S4: JF811583	
797	Nelson Bay orthoreovirus	JF811582	S3	Orthoreovirus	6536.0	2.0	S1: JF811580; S2: JF811581; S3: JF811582; S4: JF811583	
798	Nelson Bay orthoreovirus	JF811583	S4	Orthoreovirus	6536.0	2.0	S1: JF811580; S2: JF811581; S3: JF811582; S4: JF811583	
799	Nelson Bay orthoreovirus	AF218360	S1	Orthoreovirus	6537.0	3.0	S1: AF218360; S2: AF059718; S3: AF059726; S4: AF059722	
800	Nelson Bay orthoreovirus	AF059718	S2	Orthoreovirus	6537.0	3.0	S1: AF218360; S2: AF059718; S3: AF059726; S4: AF059722	
801	Nelson Bay orthoreovirus	AF059726	S3	Orthoreovirus	6537.0	3.0	S1: AF218360; S2: AF059718; S3: AF059726; S4: AF059722	
802	Nelson Bay orthoreovirus	AF059722	S4	Orthoreovirus	6537.0	3.0	S1: AF218360; S2: AF059718; S3: AF059726; S4: AF059722	
803	Neoavian orthoreovirus	EU252582	S1	Orthoreovirus	6539.0	2.0	S1: EU252582; S2: EU189200; S3: EU189201; S4: EU189202	
804	Neoavian orthoreovirus	EU189200	S2	Orthoreovirus	6539.0	2.0	S1: EU252582; S2: EU189200; S3: EU189201; S4: EU189202	
805	Neoavian orthoreovirus	EU189201	S3	Orthoreovirus	6539.0	2.0	S1: EU252582; S2: EU189200; S3: EU189201; S4: EU189202	
806	Neoavian orthoreovirus	EU189202	S4	Orthoreovirus	6539.0	2.0	S1: EU252582; S2: EU189200; S3: EU189201; S4: EU189202	
807	Neoavian orthoreovirus	KF692089	L1	Orthoreovirus	6540.0	3.0	L1: KF692089; L2: KF692090; L3: KF692091; M1: KF692092; M2: KF692093; M3: KF692094; S1: KF692095; S2: KF692096; S3: KF692097; S4: KF692098	
808	Neoavian orthoreovirus	KF692090	L2	Orthoreovirus	6540.0	3.0	L1: KF692089; L2: KF692090; L3: KF692091; M1: KF692092; M2: KF692093; M3: KF692094; S1: KF692095; S2: KF692096; S3: KF692097; S4: KF692098	
809	Neoavian orthoreovirus	KF692091	L3	Orthoreovirus	6540.0	3.0	L1: KF692089; L2: KF692090; L3: KF692091; M1: KF692092; M2: KF692093; M3: KF692094; S1: KF692095; S2: KF692096; S3: KF692097; S4: KF692098	
810	Neoavian orthoreovirus	KF692092	M1	Orthoreovirus	6540.0	3.0	L1: KF692089; L2: KF692090; L3: KF692091; M1: KF692092; M2: KF692093; M3: KF692094; S1: KF692095; S2: KF692096; S3: KF692097; S4: KF692098	
811	Neoavian orthoreovirus	KF692093	M2	Orthoreovirus	6540.0	3.0	L1: KF692089; L2: KF692090; L3: KF692091; M1: KF692092; M2: KF692093; M3: KF692094; S1: KF692095; S2: KF692096; S3: KF692097; S4: KF692098	
812	Neoavian orthoreovirus	KF692094	M3	Orthoreovirus	6540.0	3.0	L1: KF692089; L2: KF692090; L3: KF692091; M1: KF692092; M2: KF692093; M3: KF692094; S1: KF692095; S2: KF692096; S3: KF692097; S4: KF692098	
813	Neoavian orthoreovirus	KF692095	S1	Orthoreovirus	6540.0	3.0	L1: KF692089; L2: KF692090; L3: KF692091; M1: KF692092; M2: KF692093; M3: KF692094; S1: KF692095; S2: KF692096; S3: KF692097; S4: KF692098	
